OBJECTID,COSEWICID,SCI_NAME,COM_NAME_E,COM_NAME_F,TAXON_E,TAXON_F,SAR_STAT_E,SAR_STAT_F,SCHEDULE_E,SCHEDULE_F,SOURCE_E,SOURCE_F,FCLASS,IMAGE_SRC,Reviewed_YN,Reviewer,ReviewDateDMY,Historical_YN,EC_SOI_YN,DataSource,MB_YN,Shape_STArea__,Shape_STLength__,Shape_Length,Shape_Area,COSEWICID_NAME
324,846,Emydoidea blandingii,Blanding's Turtle (Great Lakes / St. Lawrence population),Tortue mouchetée (Population des Grands Lacs et du Saint-Laurent),Reptiles,Reptiles,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Emydoidea_blandingii,emydbla.JPG,N,,,N,Y,SARR,,10.85389862,58.89897616,58.89897616,10.85389862,COSEWICID_846
325,852,Fissidens exilis,Pygmy Pocket Moss,Fissident pygmée,Mosses,Mousses,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Fissidens_exilis,fissexi.JPG,N,,,N,Y,SARR,,0.547967154,7.362180708,7.362180708,0.547967154,COSEWICID_852
326,868,Solidago houghtonii,Houghton's Goldenrod,Verge d'or de Houghton,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Solidago_houghtonii,solihou.JPG,N,,,N,Y,SARR,,0.360268802,4.57301477,4.57301477,0.360268802,COSEWICID_868
327,870,Isoetes prototypus,Prototype Quillwort,Isoète prototype,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Isoetes_prototypus,isoepro.JPG,N,,,N,Y,SARR,,0.273379192,6.145901759,6.145901759,0.273379192,COSEWICID_870
328,896,Betula lenta,Cherry Birch,Bouleau flexible,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Betula_lenta,betu_len_1.JPG,N,,,N,Y,COSEWIC,,0.003748644,0.232255242,0.232255242,0.003748644,COSEWICID_896
329,906,Erynnis persius persius,Eastern persius Duskywing,Hespérie persius de l'Est,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Erynnis_persius_persius,eryn_per_1.JPG,N,,,N,Y,COSEWIC,,0.38599517,3.246487249,3.246487249,0.38599517,COSEWICID_906
330,935,Salix chlorolepis,Green–scaled Willow,Saule à bractées vertes,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Salix_chlorolepis,sali_chl.JPG,N,,,N,Y,RS,,0.144117944,1.439446719,1.439446719,0.144117944,COSEWICID_935
331,967,Potamogeton ogdenii,Ogden's Pondweed,Potamot d'Ogden,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Potamogeton_ogdenii,pota_ogd.JPG,N,,,N,Y,COSEWIC,,0.102892197,1.261531995,1.261531995,0.102892197,COSEWICID_967
332,973,Plestiodon fasciatus,Five-lined Skink (Great Lakes / St. Lawrence population),Scinque pentaligne (Population des Grands Lacs et du Saint-Laurent),Reptiles,Reptiles,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Plestiodon_fasciatus_gl,eume_fas_1.JPG,N,,,N,Y,COSEWIC,,0.404922343,13.16546266,13.16546266,0.404922343,COSEWICID_973
333,974,Plestiodon fasciatus,Five-lined Skink (Carolinian population),Scinque pentaligne (Population carolinienne),Reptiles,Reptiles,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Plestiodon_fasciatus, ,N,,,N,Y,COSEWIC,,0.046146299,1.417128722,1.417128722,0.046146299,COSEWICID_974
334,987,Cornus florida,Eastern Flowering Dogwood,Cornouiller fleuri,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Cornus_florida,corn_flo_1.JPG,N,,,N,Y,COSEWIC,,2.696061959,11.58013778,11.58013778,2.696061959,COSEWICID_987
335,1005,Lechea maritima,Beach Pinweed,Léchéa maritime,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Lechea_maritima,lech_mar_1.JPG,N,,,N,Y,COSEWIC,,0.140063639,5.397981581,5.397981581,0.140063639,COSEWICID_1005
336,1006,Gomphus quadricolor,Rapids Clubtail,Gomphe des rapides,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Gomphus_quadricolor,gomp_qua_1.JPG,N,,,N,Y,COSEWIC,,0.050255653,1.176932405,1.176932405,0.050255653,COSEWICID_1006
337,1019,Pseudacris triseriata,Western Chorus Frog (Great Lakes / St. Lawrence - Canadian Shield population),"Rainette faux–grillon de l'ouest (Population des Grands Lacs, Saint-Laurent et du Bouclier canadien)",Amphibians,Amphibiens,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Pseudacris_triseriata,pseu_tri_1.JPG,N,,,N,Y,COSEWIC,,1.706156813,52.05466482,52.05466482,1.706156813,COSEWICID_1019
338,1021,Pantherophis gloydi,Eastern Foxsnake (Carolinian population),Couleuvre fauve de l'Est (Population carolinienne),Reptiles,Reptiles,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Pantherophis_gloydi_carol,Pant_gloy.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,0.573414882,6.877369692,6.877369692,0.573414882,COSEWICID_1021
339,1031,Cicindela marginipennis,Cobblestone Tiger Beetle,Cicindèle des galets,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Cicindela_marginipennis,cici_mar_1.JPG,N,,,N,Y,COSEWIC,,0.027533683,1.275565007,1.275565007,0.027533683,COSEWICID_1031
340,1042,Eleocharis geniculata,Bent Spike-rush (Great Lakes Plains population),Éléocharide géniculée (Population des Grands Lacs),Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Eleocharis_geniculata_on,eleo_gen_2.JPG,N,,,N,Y,COSEWIC,,0.009981992,0.565193732,0.565193732,0.009981992,COSEWICID_1042
341,1061,Physconia subpallida,Pale–bellied Frost Lichen,Physconie pâle,Lichens,Lichens,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Physconia_subpallida,Phys_subp.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,0.363115173,5.250935149,5.250935149,0.363115173,COSEWICID_1061
342,1063,Cicindela patruela,Northern Barrens Tiger Beetle,Cicindèle verte des pinèdes,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Cicindela_patruela,Cici_patr.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,0.072088173,1.834466038,1.834466038,0.072088173,COSEWICID_1063
343,1067,Erioderma mollissimum,Vole Ears Lichen,Érioderme mou,Lichens,Lichens,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Erioderma_mollissimum,Erio_moll.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,0.961694831,10.5518021,10.5518021,0.961694831,COSEWICID_1067
344,1081,Bombus affinis,Rusty–patched Bumble Bee,Bourdon à tache rousse,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Bombus_affinis,Bomb_affi.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,17.72232574,49.25920066,49.25920066,17.72232574,COSEWICID_1081
345,1085,Sida hermaphrodita,Virginia Mallow,Mauve de Virginie,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Sida_hermaphrodita,Sida_herm.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,0.028509939,0.879865731,0.879865731,0.028509939,COSEWICID_1085
346,822,Rangifer tarandus groenlandicus,Barren-ground Caribou (Dolphin and Union population),Caribou (Population de Dolphin–et–Union),Mammals,Mammifères,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Rangifer_tarandus_groenlandicus_du,rang_tar.JPG,N,,,N,Y,COSEWIC,,64.61668693,170.1020041,170.1020041,64.61668693,COSEWICID_822
347,843,Carex sabulosa,Baikal Sedge,Carex des sables,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Carex_sabulosa,caresab.JPG,N,,,N,Y,SARR,,0.974003153,6.773232583,6.773232583,0.974003153,COSEWICID_843
348,21,Numenius borealis,Eskimo Curlew,Courlis esquimau,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Non-digitized,WILDSPACETM 2002,Numenius_borealis, ,Y,Tyler Kydd,2015,N,Y,WILDSPACETM 2002,Y,46.83832968,79.9031702,79.9031702,46.83832968,COSEWICID_21
349,26,Lanius ludovicianus migrans,Loggerhead Shrike migrans subspecies,Pie-grièche migratrice de la sous-espèce migrans,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Lanius_ludovicianus_migrans, ,N,,,N,Y,Environment Canada,Y,2.838192312,24.31206193,24.31206193,2.838192312,COSEWICID_26
350,51,Ixobrychus exilis,Least Bittern,Petit Blongios,Birds,Oiseaux,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Ixobrychus_exilis, ,N,,,N,Y,Environment Canada,Y,29.16814188,101.1839256,101.1839256,29.16814188,COSEWICID_51
351,57,Melanerpes erythrocephalus,Red–headed Woodpecker,Pic à tête rouge,Birds,Oiseaux,Threatened,Menacée,Schedule 1,Annexe 1,Non-digitized,NatureServe,Melanerpes_erythrocephalus, ,N,,,N,Y,NatureServe,Y,38.08526106,165.6565696,165.6565696,38.08526106,COSEWICID_57
352,60,Asio flammeus,Short–eared Owl,Hibou des marais,Birds,Oiseaux,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Asio_flammeus,Asio_flam.JPG,N,,,N,Y,LAP_SAR_O2_20130328,N,1173.950008,720.5898047,720.5898047,1173.950008,COSEWICID_60
353,125,Nephroma occultum,Cryptic Paw Lichen,Néphrome cryptique,Lichens,Lichens,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Nephroma_occultum,neph_occ_1.JPG,N,,,N,Y,COSEWIC,,2.243956837,27.91096233,27.91096233,2.243956837,COSEWICID_125
354,139,Ursus Arctos (pairie population),Grizzly Bear (Prairie population),Ours grizzli (Population des prairies),Mammals ,Mammifères,Extirpated,Disparue du pays,Schedule 1,Annexe 1,Digitized,Numérisé,Ursus_Arctos,Ursu_arct.JPG,N,,,Y,Y,LAP_SAR_O2_20130328,,147.962044,145.2329867,145.2329867,147.962044,COSEWICID_139
355,143,Bison bison athabascae,Wood Bison,Bison des bois,Mammals,Mammifères,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Bison_bison_athabascae, ,N,,,N,Y,Environment Canada,,9.421712725,66.75285814,66.75285814,9.421712725,COSEWICID_143
356,157,Urocyon cinereoargenteus,Gray Fox,Renard gris,Mammals,Mammifères,Threatened,Menacée,Schedule 1,Annexe 1,Non-digitized,NatureServe,Urocyon_cinereoargenteus, ,N,,,N,Y,NatureServe,,13.37039013,58.78868868,58.78868868,13.37039013,COSEWICID_157
357,167,Ursus maritimus,Polar Bear,Ours blanc,Mammals,Mammifères,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Ursus_maritimus,ursu_mar_1.JPG,N,,,N,Y,COSEWIC,,515.2570594,1990.148869,1990.148869,515.2570594,COSEWICID_167
358,193,Cypripedium candidum,Small White Lady's–slipper,Cypripède blanc,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Cypripedium_candidum, ,N,,,N,Y,Environment Canada,,0.128758621,4.441136525,4.441136525,0.128758621,COSEWICID_193
359,294,Danaus plexippus,Monarch,Monarque,Arthropods,Arthropodes,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Danaus_plexippus, ,N,,,N,Y,Environment Canada,,237.9070477,397.580414,397.580414,237.9070477,COSEWICID_294
360,552,Lithobates pipiens,Northern Leopard Frog (Western Boreal/Prairie populations),Grenouille léopard (Populations des Prairies et de l'ouest de la zone boréale),Amphibians,Amphibiens,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Lithobates_pipiens,lith_pip_1.JPG,N,,,N,Y,COSEWIC,,75.49842747,300.5826891,300.5826891,75.49842747,COSEWICID_552
361,576,Rotala ramosior,Toothcup,Rotala rameux,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Rotala_ramosior, ,N,,,N,Y,Environment Canada,,0.016995906,0.854085062,0.854085062,0.016995906,COSEWICID_576
362,577,Ammannia robusta,Scarlet Ammannia,Ammannie robuste,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Ammannia_robusta, ,N,,,N,Y,Environment Canada,,0.041620779,1.735062412,1.735062412,0.041620779,COSEWICID_577
363,608,Canis sp. cf. lycaon,Eastern Wolf,Loup de l'Est,Mammals,Mammifères,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Canis_lupus_lycaon, ,N,,,N,Y,Environment Canada,,73.50688946,110.838545,110.838545,73.50688946,COSEWICID_608
364,621,Taxidea taxus jacksoni,American Badger jacksoni subspecies,Blaireau d'Amérique de la sous-espèce jacksoni,Mammals,Mammifères,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Taxidea_taxus_jacksoni, ,N,,,N,Y,Environment Canada,,2.940602869,18.71707914,18.71707914,2.940602869,COSEWICID_621
365,626,Salix silicicola,Felt–leaf Willow,Saule silicicole,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Salix_silicicola, ,N,,,N,Y,Environment Canada,,0.293692229,4.891145,4.891145,0.293692229,COSEWICID_626
366,640,Solidago riddellii,Riddell's Goldenrod,Verge d'or de Riddell,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Solidago_riddellii, ,N,,,N,Y,Environment Canada,,0.352553671,6.941604142,6.941604142,0.352553671,COSEWICID_640
367,686,Charadrius melodus circumcinctus,Piping Plover circumcinctus subspecies,Pluvier siffleur de la sous-espèce circumcinctus,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Charadrius_melodus_circumcinctus, ,N,,,N,Y,Environment Canada,Y,44.19327699,59.17279434,59.17279434,44.19327699,COSEWICID_686
368,748,Anaxyrus boreas,Western Toad,Crapaud de l'Ouest,Amphibians,Amphibiens,Special Concern,Préoccupante,Schedule 1,Annexe 1,Non-digitized,NatureServe,Anaxyrus_boreas, ,N,,,N,Y,NatureServe,,120.5944938,188.0252397,188.0252397,120.5944938,COSEWICID_748
369,795,Haplodontium macrocarpum,Porsild's Bryum,Bryum de Porsild,Mosses,Mousses,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Mielichhoferia_macrocarpa,miel_mac.JPG,N,,,N,Y,COSEWIC,,5.166128103,31.35893228,31.35893228,5.166128103,COSEWICID_795
370,812,Leptogium rivulare,Flooded Jellyskin,Leptoge des terrains inondés,Lichens,Lichens,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Leptogium_rivulare,leptriv.JPG,N,,,N,Y,SARR,,0.490425988,4.49304554,4.49304554,0.490425988,COSEWICID_812
371,864,Polystichum scopulinum,Mountain Holly Fern,Polystic des rochers,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Polystichum_scopulinum,polysco.JPG,N,,,N,Y,SARR,,3.062390517,14.90154482,14.90154482,3.062390517,COSEWICID_864
372,903,Chrysemys picta bellii,Western Painted Turtle (Intermountain - Rocky Mountain population),Tortue peinte de l'Ouest (Population intramontagnarde et des Rocheuses,Reptiles,Reptiles,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Chrysemys_picta_bellii,chry_pic.JPG,N,,,N,Y,COSEWIC,,47.62128326,85.00414106,85.00414106,47.62128326,COSEWICID_903
373,919,Papaipema aweme,Aweme Borer,Perce–tige d'Aweme,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Papaipema_aweme,papa_awe.JPG,N,,,N,Y,COSEWIC,,26.03136055,184.5635644,184.5635644,26.03136055,COSEWICID_919
374,942,Vermivora chrysoptera,Golden–winged Warbler,Paruline à ailes dorées,Birds,Oiseaux,Threatened,Menacée,Schedule 1,Annexe 1,Non-digitized,NatureServe,Vermivora_chrysoptera, ,N,,,N,Y,NatureServe,Y,21.50359076,80.37814103,80.37814103,21.50359076,COSEWICID_942
375,951,Chaetura pelagica,Chimney Swift,Martinet ramoneur,Birds,Oiseaux,Threatened,Menacée,Schedule 1,Annexe 1,Non-digitized,NatureServe,Chaetura_pelagica, ,N,,,N,Y,NatureServe,Y,94.87672082,300.855939,300.855939,94.87672082,COSEWICID_951
376,982,Calidris canutus roselaari type,Red Knot roselaari type,Bécasseau maubèche du type roselaari,Birds,Oiseaux,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Calidris_canutus_roselaari,cali_can.JPG,N,,,N,Y,COSEWIC,Y,20.49541934,85.78133592,85.78133592,20.49541934,COSEWICID_982
377,995,Falco peregrinus anatum/tundrius,Peregrine Falcon anatum/tundrius,Faucon pèlerin anatum/tundrius,Birds,Oiseaux,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Falco_peregrinus_anatum_tundrius,Falc_pere_at.JPG,N,,,N,Y,LAP_SAR_O2_20130328,N,590.9231524,1231.972357,1231.972357,590.9231524,COSEWICID_995
378,1033,Chelydra serpentina,Snapping Turtle,Tortue serpentine,Reptiles,Reptiles,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Chelydra_serpentina,chel_ser.JPG,N,,,N,Y,COSEWIC,,91.97747698,154.2121625,154.2121625,91.97747698,COSEWICID_1033
379,1034,Ophiogomphus howei,Pygmy Snaketail,Ophiogomphe de Howe,Arthropods,Arthropodes,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Ophiogomphus_howei,ophi_how.JPG,N,,,N,Y,COSEWIC,,3.000014679,14.26193692,14.26193692,3.000014679,COSEWICID_1034
380,1047,Antrostomus vociferus,Eastern Whip–poor–will,Engoulevent bois–pourri,Birds,Oiseaux,Threatened,Menacée,Schedule 1,Annexe 1,Non-digitized,NatureServe,Caprimulgus_vociferus, ,N,,,N,Y,NatureServe,Y,64.10401384,293.6124006,293.6124006,64.10401384,COSEWICID_1047
381,1058,Hemileuca sp.,Bogbean Buckmoth,Hémileucin du ményanthe,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Hemileuca_sp,Hemi_sp_global.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,23.4590966,32.24842797,32.24842797,23.4590966,COSEWICID_1058
382,1008,Cardellina canadensis,Canada Warbler,Paruline du Canada,Birds,Oiseaux,Threatened,Menacée,Schedule 1,Annexe 1,Non-digitized,NatureServe 2002,Wilsonia_canadensis, ,Y,B. Young,2002,N,Y,NatureServe,Y,304.4956559,451.7426223,451.7426223,304.4956559,COSEWICID_1008
383,986,Chordeiles minor,Common Nighthawk,Engoulevent d'Amérique,Birds,Oiseaux,Threatened,Menacée,Schedule 1,Annexe 1,Non-digitized,WILDSPACETM 2002,Chordeiles_minor, ,Y,B. Young,2002,N,Y,WILDSPACETM 2002,Y,687.0175477,852.2480032,852.2480032,687.0175477,COSEWICID_986
384,999,Contopus cooperi,Olive–sided Flycatcher,Moucherolle à côtés olive,Birds,Oiseaux,Threatened,Menacée,Schedule 1,Annexe 1,Non-digitized,WILDSPACETM 2002,Contopus_cooperi, ,Y,B. Young,2002,N,Y,WILDSPACETM 2002,Y,785.9812045,1078.078468,1078.078468,785.9812045,COSEWICID_999
385,980,Calidris canutus rufa,Red Knot rufa subspecies,Bécasseau maubèche de la sous-espèce rufa,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Non-digitized,WILDSPACETM 2002,Calidris_canutus_rufa, ,Y,B. Young,2002,N,Y,WILDSPACETM 2002,Y,277.150586,1323.340229,1323.340229,277.150586,COSEWICID_980
386,59,Rhodostethia rosea,Ross's Gull,Mouette rosée,Birds,Oiseaux,Threatened,Menacée,Schedule 1,Annexe 1,Non-digitized,WILDSPACETM 2002,Rhodostethia_rosea, ,Y,B. Young,2002,N,Y,WILDSPACETM 2002,Y,49.39185646,512.7029358,512.7029358,49.39185646,COSEWICID_59
387,907,Euphagus carolinus,Rusty Blackbird,Quiscale rouilleux,Birds,Oiseaux,Special Concern,Préoccupante,Schedule 1,Annexe 1,Non-digitized,WILDSPACETM 2002,Euphagus_carolinus, ,Y,B. Young,2002,N,Y,WILDSPACETM 2002,N,977.5286955,1258.534212,1258.534212,977.5286955,COSEWICID_907
388,574,Coturnicops noveboracensis,Yellow Rail,Râle jaune,Birds,Oiseaux,Special Concern,Préoccupante,Schedule 1,Annexe 1,Non-digitized,NatureServe,Coturnicops_noveboracensis, ,Y,Tyler Kydd,2015,N,Y,NatureServe,Y,257.2562753,346.0781079,346.0781079,257.2562753,COSEWICID_574
389,137,Gulo gulo,Wolverine (Eastern population),Carcajou (Population de l'Est),Mammals ,Mammifères,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Gulo_gulo,gulogul.JPG,N,,,N,Y,SARR,,184.7301834,187.2823082,187.2823082,184.7301834,COSEWICID_137
390,644,Bucephala islandica,Barrow's Goldeneye (Eastern population),Garrot d'Islande (Population de l'Est),Birds,Oiseaux,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Bucephala_islandica, ,N,,,N,Y,Environment Canada,Y,35.06907986,210.4748345,210.4748345,35.06907986,COSEWICID_644
391,22,Histrionicus histrionicus,Harlequin Duck (Eastern population),Arlequin plongeur (Population de l'Est),Birds,Oiseaux,Special Concern,Préoccupante,Schedule 1,Annexe 1,Non-digitized,WILDSPACETM 2002,Histrionicus_histrionicus, ,Y,B. Young,2002,N,Y,WILDSPACETM 2002,Y,68.32507119,451.164948,451.164948,68.32507119,COSEWICID_22
392,50,Pagophila eburnea,Ivory Gull,Mouette blanche,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Non-digitized,WILDSPACETM 2002,Pagophila_eburnea, ,Y,B. Young,2002,N,Y,WILDSPACETM 2002,Y,255.7612751,1214.103571,1214.103571,255.7612751,COSEWICID_50
393,823,Rangifer tarandus pearyi,Peary Caribou,Caribou de Peary,Mammals,Mammifères,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Rangifer_tarandus_pearyi,rang_tar.JPG,N,,,N,Y,COSEWIC,,212.2309655,851.7084777,851.7084777,212.2309655,COSEWICID_823
394,981,Calidris canutus islandica,Red Knot islandica subspecies,Bécasseau maubèche de la sous-espèce islandica,Birds,Oiseaux,Special Concern,Préoccupante,Schedule 1,Annexe 1,Non-digitized,WILDSPACETM 2002,Calidris_canutus_islandica, ,Y,B. Young,2002,N,Y,WILDSPACETM 2002,Y,195.1982295,950.4794469,950.4794469,195.1982295,COSEWICID_981
395,1230,Taxidea taxus jeffersonii,American Badger jeffersonii subspecies (Eastern population),Blaireau d'Amérique de la sous-espèce jeffersonii (Population de l'Est),Mammals,Mammifères,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,American_Badger_Eastern, ,N,,,N,Y,University of Ottawa,,1.258472835,5.998473866,5.998473866,1.258472835,COSEWICID_1230
396,1229,Taxidea taxus jeffersonii,American Badger jeffersonii subspecies (Western population),Blaireau d'Amérique de la sous-espèce jeffersonii (Population de l'Ouest),Mammals,Mammifères,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,American_Badger_Western, ,N,,,N,Y,University of Ottawa,,19.85976132,27.6339668,27.6339668,19.85976132,COSEWICID_1229
397,1165,Nicrophorus americanus,American Burying Beetle,Nécrophore d’Amérique,Arthropods,Arthropodes,Extirpated,Disparue du pays,No schedule,Aucune Annexe,Unknown,Inconnu,American_Burying_Bettle_Historical, ,N,,,Y,Y,University of Ottawa,,1.650066616,8.545924866,8.545924866,1.650066616,COSEWICID_1165
398,1243,Omus audouini,Audouin’s Night–stalking Tiger Beetle,Cicindèle d’Audouin,Arthropods,Arthropodes,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Andouin_Night_Stalking_Tiger_Beetle, ,N,,,N,Y,University of Ottawa,,0.018342497,1.276872271,1.276872271,0.018342497,COSEWICID_1243
399,1233,Riparia riparia,Bank Swallow,Hirondelle de rivage,Birds,Oiseaux,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Bank_Swallow, ,N,,,N,Y,University of Ottawa,Y,998.3889621,612.6037289,612.6037289,998.3889621,COSEWICID_1233
400,1147,Hirundo rustica,Barn Swallow,Hirondelle rustique,Birds,Oiseaux,Threatened,Menacée,No schedule,Aucune Annexe,Unknown,Inconnu,Barn_swallow, ,N,,,N,Y,University of Ottawa,Y,616.93287,562.1023292,562.1023292,616.93287,COSEWICID_1147
401,1152,Leptogium platynum,Batwing Vinyl Lichen,Leptoge à grosses spores,Lichens,Lichens,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Batwing_Vinyl_Lichen, ,N,,,N,Y,University of Ottawa,,0.139500849,1.832702045,1.832702045,0.139500849,COSEWICID_1152
402,1123,Degelia plumbea,Blue Felt Lichen,Dégélie plombée,Lichens,Lichens,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Blue_felt_Lichen, ,N,,,N,Y,University of Ottawa,,5.776059748,43.22591995,43.22591995,5.776059748,COSEWICID_1123
403,1123,Degelia plumbea,Blue Felt Lichen,Dégélie plombée,Lichens,Lichens,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Boreal_Felt_Lichen_Atlantic, ,N,,,N,Y,University of Ottawa,,0.593405727,9.139516846,9.139516846,0.593405727,COSEWICID_1123
404,1123,Degelia plumbea,Blue Felt Lichen,Dégélie plombée,Lichens,Lichens,Special Concern,Préoccupante,No schedule,Aucune Annexe,Unknown,Inconnu,Boreal_Felt_Lichen_NFL, ,N,,,N,Y,University of Ottawa,,3.426612672,28.6433003,28.6433003,3.426612672,COSEWICID_1123
405,1269,Allogona profunda,Broad–banded Forestsnail,Escargot–forestier écharge,Molluscs,Mollusques,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Broad_banded_Forestsnail, ,N,,,N,N,University of Ottawa,,0.005544492,0.522529242,0.522532972,0.00554454,COSEWICID_1269
406,1269,Allogona profunda,Broad–banded Forestsnail,Escargot–forestier écharge,Molluscs,Mollusques,Endangered,En voie de disparition,No schedule,Aucune Annexe,Unknown,Inconnu,Broad_Banded_Forestsnail_Historical, ,N,,,Y,N,University of Ottawa,,0.00056552,0.165663183,0.165670668,0.000565618,COSEWICID_1269
