OBJECTID,COSEWICID,SCI_NAME,COM_NAME_E,COM_NAME_F,TAXON_E,TAXON_F,SAR_STAT_E,SAR_STAT_F,SCHEDULE_E,SCHEDULE_F,SOURCE_E,SOURCE_F,FCLASS,IMAGE_SRC,Reviewed_YN,Reviewer,ReviewDateDMY,Historical_YN,EC_SOI_YN,DataSource,MB_YN,Shape_STArea__,Shape_STLength__,Shape_Length,Shape_Area,COSEWICID_NAME
153,865,Schinia verna,Verna's Flower Moth,Héliotin de Verna,Arthropods,Arthropodes,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Schinia_verna,schi_ver_1.JPG,N,,,N,Y,COSEWIC,,2.171753625,11.36315882,11.36315882,2.171753625,COSEWICID_865
154,866,Hesperia ottoe,Ottoe Skipper,Hespérie ottoé,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Hesperia_ottoe,hesp_ott_1.JPG,N,,,N,Y,RS,,0.012545426,0.741635087,0.741635087,0.012545426,COSEWICID_866
155,867,Silene spaldingii,Spalding's Campion,Silène de Spalding,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Silene_spaldingii,silespa.JPG,N,,,N,Y,SARR,,0.012324022,0.533087712,0.533087712,0.012324022,COSEWICID_867
156,869,Sphyrapicus thyroideus,Williamson's Sapsucker,Pic de Williamson,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Non-digitized,NatureServe,Sphyrapicus_thyroideus, ,N,,,N,Y,NatureServe,Y,1.315405228,4.764671226,4.764671226,1.315405228,COSEWICID_869
157,883,Aegolius acadicus brooksi,Northern Saw-whet Owl brooksi subspecies,Petite Nyctale de la sous-espèce brooksi,Birds,Oiseaux,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Aegolius_acadicus_brooksi,aego_aca_1.JPG,N,,,N,Y,COSEWIC,N,1.286410202,18.72048226,18.72048226,1.286410202,COSEWICID_883
158,884,Agalinis aspera,Rough Agalinis,Gérardie rude,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Agalinis_aspera,agal_asp_1.JPG,N,,,N,Y,COSEWIC,,0.019208051,1.627874575,1.627874575,0.019208051,COSEWICID_884
159,897,Rhynchophanes mccownii,McCown's Longspur,Plectrophane de McCown,Birds,Oiseaux,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Calcarius_mccownii,calc_mcc.JPG,N,,,N,Y,COSEWIC,Y,28.11613263,26.61697408,26.61697408,28.11613263,COSEWICID_897
160,898,Camissonia contorta,Contorted–pod Evening–primrose,Onagre à fruits tordus,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Camissonia_contorta,cami_con.JPG,N,,,N,Y,COSEWIC,,0.261375271,5.734428439,5.734428439,0.261375271,COSEWICID_898
161,902,Chrysemys picta bellii,Western Painted Turtle (Pacific Coast population),Tortue peinte de l'Ouest (Population de la côte du Pacifique),Reptiles,Reptiles,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Chrysemys_picta_bellii_bc,chry_pic.JPG,N,,,N,Y,COSEWIC,,0.472318517,10.63592077,10.63592077,0.472318517,COSEWICID_902
162,910,Microseris bigelovii,Coast Microseris,Microséris de Bigelow,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Microseris_bigelovii,micr_big.JPG,N,,,N,Y,COSEWIC,,0.050669481,3.351284215,3.351284215,0.050669481,COSEWICID_910
163,923,Polites sonora,Sonora Skipper,Hespérie du Sonora,Arthropods,Arthropodes,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Polites_sonora,poli_son_1.JPG,N,,,N,Y,COSEWIC,,0.346352761,3.022183816,3.022183816,0.346352761,COSEWICID_923
164,924,Pooecetes gramineus affinis,Vesper Sparrow affinis subspecies,Bruant vespéral de la sous-espèce affinis,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Pooecetes_gramineus_affinis,pooe_gra_1,N,,,N,Y,RS,Y,0.294017924,8.655598652,8.655598652,0.294017924,COSEWICID_924
165,927,Prodoxus quinquepunctellus,Five–spotted Bogus Yucca Moth,Fausse–teigne à cinq points du yucca,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Prodoxus_quinquepunctellus,prod_qui.JPG,N,,,N,Y,COSEWIC,,0.711235521,3.629293528,3.629293528,0.711235521,COSEWICID_927
166,929,Prophysaon coeruleum,Blue–grey Taildropper,Limace–prophyse bleu–gris,Molluscs,Mollusques,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Prophysaon_coeruleum,prop_coe_1.JPG,N,,,N,Y,COSEWIC,,0.001017334,0.2739772,0.2739772,0.001017334,COSEWICID_929
167,932,Psilocarphus brevissimus,Dwarf Woolly-heads (Prairie population),Psilocarphe nain (Population des Prairies),Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Psilocarphus_brevissimus,psil_bre_1.JPG,N,,,N,Y,COSEWIC,,0.190474409,7.569155222,7.569155222,0.190474409,COSEWICID_932
168,937,Satyrium semiluna,Half–moon Hairstreak,Porte–queue demi–lune,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Satyrium_semiluna,saty_sem.JPG,N,,,N,Y,COSEWIC,,0.625029269,4.513416856,4.513416856,0.625029269,COSEWICID_937
169,939,Schinia avemensis,Gold–edged Gem,Héliotin d'Aweme,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Schinia_avemensis,schi_avi.JPG,N,,,N,Y,COSEWIC,,2.948819946,11.15584617,11.15584617,2.948819946,COSEWICID_939
170,940,Symphyotrichum frondosum,Short–rayed Alkali Aster,Aster feuillu,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Symphyotrichum_frondosum,symp_fro_1.JPG,N,,,N,Y,COSEWIC,,0.007704824,0.676036642,0.676036642,0.007704824,COSEWICID_940
171,941,Tegeticula corruptrix,Non–pollinating Yucca Moth,Teigne tricheuse du yucca,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Tegeticula_corruptrix,tege_cor_1,N,,,N,Y,COSEWIC,,0.013349989,0.680188348,0.680188348,0.013349989,COSEWICID_941
172,944,Epilobium torreyi,Brook Spike–primrose,Épilobe de Torrey,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Epilobium_torreyi,epil_tor_1.JPG,N,,,N,Y,COSEWIC,,0.006428513,0.4514763,0.4514763,0.006428513,COSEWICID_944
173,991,Phoebastria nigripes,Black–footed Albatross,Albatros à pieds noirs,Birds,Oiseaux,Special Concern,Préoccupante,Schedule 1,Annexe 1,Non-digitized,NatureServe,Phoebastria_nigripes, ,N,,,N,Y,NatureServe,N,20.84716191,168.3547411,168.3547411,20.84716191,COSEWICID_991
174,997,Copablepharon longipenne,Dusky Dune Moth,Noctuelle sombre des dunes,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Copablepharon_longipenne,copafus.JPG,N,,,N,Y,COSEWIC,,47.6790491,33.01263984,33.01263984,47.6790491,COSEWICID_997
175,998,Copablepharon grandis,Pale Yellow Dune Moth,Noctuelle jaune pâle des dunes,Arthropods,Arthropodes,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Copablepharon_grandis,copa_gra.JPG,N,,,N,Y,COSEWIC,,42.03977003,36.44385839,36.44385839,42.03977003,COSEWICID_998
176,1007,Plagiobothrys figuratus,Fragrant Popcornflower,Plagiobothryde odorante,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Plagiobothrys_figuratus,plag_fig.JPG,N,,,N,Y,COSEWIC,,0.075865684,2.089656353,2.089656353,0.075865684,COSEWICID_1007
177,1010,Uropappus lindleyi,Lindley's False Silverpuffs,Uropappe de Lindley,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Uropappus_lindleyi,urop_lin.JPG,N,,,N,Y,COSEWIC,,0.01315486,1.186526421,1.186526421,0.01315486,COSEWICID_1010
178,1011,Centaurium muehlenbergii,Muhlenberg's Centaury,Petite centaurée de Muhlenberg,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Centaurium_muehlenbergii,cent_mue_2.JPG,N,,,N,Y,COSEWIC,,0.017666019,0.638785434,0.638785434,0.017666019,COSEWICID_1011
179,1013,Patagioenas fasciata,Band tailed Pigeon,Pigeon à queue barrée,Birds,Oiseaux,Special Concern,Préoccupante,Schedule 1,Annexe 1,Non-digitized,NatureServe,Patagioenas_fasciata, ,N,,,N,Y,NatureServe,N,12.15906732,118.3691289,118.3691289,12.15906732,COSEWICID_1013
180,1014,Carex tumulicola,Foothill Sedge,Carex tumulicole,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Carex_tumulicola,care_tum_1.JPG,N,,,N,Y,COSEWIC,,0.001120096,0.336381979,0.336381979,0.001120096,COSEWICID_1014
181,1015,Lasthenia glaberrima,Rayless Goldfields,Lasthénie glabre,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Lasthenia_glaberrima,last_gla.JPG,N,,,N,Y,COSEWIC,,0.002394399,0.19909853,0.19909853,0.002394399,COSEWICID_1015
182,1025,Ranunculus californicus,California Buttercup,Renoncule de Californie,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Ranunculus_californicus,ranu_cal_1.JPG,N,,,N,Y,COSEWIC,,0.001190281,0.226975053,0.226975053,0.001190281,COSEWICID_1025
183,1027,Lomatium grayi,Gray's Desert–parsley,Lomatium de Gray,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Lomatium_grayi,loma_gra.JPG,N,,,N,Y,COSEWIC,,0.001634783,0.239440083,0.239440083,0.001634783,COSEWICID_1027
184,1029,Lupinus oreganus,Oregon Lupine,Lupin d’Orégon,Vascular Plants,Plantes vasculaires,Extirpated,Disparue du pays,Schedule 1,Annexe 1,Digitized,Numérisé,Lupinus_oreganus,Lupi_oreg.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,0.00080447,0.112433179,0.112433179,0.00080447,COSEWICID_1029
185,1037,Plagiobothrys tenellus,Slender Popcornflower,Plagiobothryde délicate,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Plagiobothrys_tenellus,plag_ten_1,N,,,N,Y,COSEWIC,,0.036198431,1.801684146,1.801684146,0.036198431,COSEWICID_1037
186,1041,Eleocharis geniculata,Bent Spike-rush (Southern Mountain population),Éléocharide géniculée (Population des montagnes du Sud),Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Eleocharis_geniculata,eleo_gen_1.JPG,N,,,N,Y,COSEWIC,,0.085232988,1.10994905,1.10994905,0.085232988,COSEWICID_1041
187,1043,Anarta edwardsii,Edwards' Beach Moth,Noctuelle d'Edwards,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Anarta_edwardsii,anar_edw.JPG,N,,,N,Y,COSEWIC,,0.531068911,7.580664098,7.580664098,0.531068911,COSEWICID_1043
188,1057,Sanfilippodytes bertae,Bert's Predaceous Diving Beetle,Hydropore de Bertha,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Sanfilippodytes_bertae,Sanf_bert.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,0.0011145,0.177735425,0.177735425,0.0011145,COSEWICID_1057
189,1064,Calcarius ornatus,Chestnut–collared Longspur,Plectrophane à ventre noir,Birds,Oiseaux,Threatened,Menacée,Schedule 1,Annexe 1,Digitized,Numérisé,Calcarius_ornatus,Calc_orna.JPG,N,,,N,Y,LAP_SAR_O2_20130328,Y,34.66783732,40.4564109,40.4564109,34.66783732,COSEWICID_1064
190,1066,Cicindela parowana wallisi,Wallis' Dark Saltflat Tiger Beetle,Cicindèle de Wallis,Arthropods,Arthropodes,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Cicindela_parowana_wallisi,Cici_patr.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,1.573812482,4.854903092,4.854903092,1.573812482,COSEWICID_1066
191,1084,Castilleja victoriae,Victoria's Owl–clover,Castilléjie de Victoria,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Castilleja_victoriae,Cast_vict.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,0.002252971,0.283943255,0.283943255,0.002252971,COSEWICID_1084
192,1086,Pinus albicaulis,Whitebark Pine,Pin à écorce blanche,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Pinus_albicaulis,Pinu_albi.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,32.2239543,51.76679617,51.76679617,32.2239543,COSEWICID_1086
193,34,Grus americana,Whooping Crane,Grue blanche,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Non-digitized,NatureServe,Grus_americana, ,Y,Tyler Kydd,2015,N,Y,NatureServe,Y,1.278093025,6.06452893,6.06452893,1.278093025,COSEWICID_34
194,2,Carex lupuliformis,False Hop Sedge,Carex faux–lupulina,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Carex_lupuliformis, ,N,,,N,Y,Environment Canada,,0.183178154,3.194324074,3.194324074,0.183178154,COSEWICID_2
195,4,Astragalus robbinsii var. fernaldii,Fernald's Milk–vetch,Astragale de Fernald,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Astragalus_robbinsii_var_fernaldii, ,N,,,N,Y,Environment Canada,,0.020148022,0.740339008,0.740339008,0.020148022,COSEWICID_4
196,5,Braya fernaldii,Fernald's Braya,Braya de Fernald,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Braya_fernaldii, ,N,,,N,Y,Environment Canada,,0.088127587,2.881490056,2.881490056,0.088127587,COSEWICID_5
197,6,Braya longii,Long's Braya,Braya de Long,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Braya_longii, ,N,,,N,Y,Environment Canada,,0.02305255,0.722077538,0.722077538,0.02305255,COSEWICID_6
198,19,Empidonax virescens,Acadian Flycatcher,Moucherolle vert,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Empidonax_virescens, ,N,,,N,Y,Environment Canada,Y,2.756196913,15.13767071,15.13767071,2.756196913,COSEWICID_19
199,23,Ammodramus henslowii,Henslow's Sparrow,Bruant de Henslow,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Ammodramus_henslowii, ,N,,,N,Y,Environment Canada,Y,2.099780175,20.23315117,20.23315117,2.099780175,COSEWICID_23
200,24,Rallus elegans,King Rail,Râle élégant,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Rallus_elegans, ,N,,,N,Y,Environment Canada,Y,0.827957457,15.49363504,15.49363504,0.827957457,COSEWICID_24
201,25,Setophaga kirtlandii,Kirtland's Warbler,Paruline de Kirtland,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Dendroica_kirtlandii,dend_kir.JPG,N,,,N,Y,RS,Y,0.424707401,6.149697427,6.149697427,0.424707401,COSEWICID_25
202,28,Colinus virginianus,Northern Bobwhite,Colin de Virginie,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Non-digitized,NatureServe,Colinus_virginianus, ,N,,,N,Y,NatureServe,N,2.313820328,15.59509091,15.59509091,2.313820328,COSEWICID_28
203,31,Protonotaria citrea,Prothonotary Warbler,Paruline orangée,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Protonotaria_citrea, ,N,,,N,Y,Environment Canada,Y,0.336674933,7.33589887,7.33589887,0.336674933,COSEWICID_31
204,37,Setophaga citrina,Hooded Warbler,Paruline à capuchon,Birds,Oiseaux,Not at Risk,Non en péril,Schedule 1,Annexe 1,Unknown,Inconnu,Wilsonia_citrina, ,N,,,N,Y,Environment Canada,Y,3.2716095,16.37201164,16.37201164,3.2716095,COSEWICID_37
205,40,Sterna dougallii,Roseate Tern,Sterne de Dougall,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Sterna_dougallii, ,N,,,N,Y,Environment Canada,Y,0.185501399,5.066106758,5.066106758,0.185501399,COSEWICID_40
206,46,Setophaga cerulea,Cerulean Warbler,Paruline azurée,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Non-digitized,NatureServe,Dendroica_cerulea, ,N,,,N,Y,NatureServe,Y,5.570362907,34.77716092,34.77716092,5.570362907,COSEWICID_46
207,49,Passerculus sandwichensis princeps,Savannah Sparrow princeps subspecies,Bruant des prés de la sous-espèce princeps,Birds,Oiseaux,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Passerculus_sandwichensis_princeps, ,N,,,N,Y,Environment Canada,Y,0.003562025,0.908048999,0.908048999,0.003562025,COSEWICID_49
208,53,Parkesia motacilla,Louisiana Waterthrush,Paruline hochequeue,Birds,Oiseaux,Special Concern,Préoccupante,Schedule 1,Annexe 1,Digitized,Numérisé,Seiurus_motacilla,seiu_mot_1.JPG,N,,,N,Y,COSEWIC,Y,2.981627612,17.14769531,17.14769531,2.981627612,COSEWICID_53
209,61,Icteria virens virens,Yellow-breasted Chat virens subspecies,Paruline polyglotte de la sous-espèce virens,Birds,Oiseaux,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Icteria_virens_virens, ,N,,,N,Y,Environment Canada,Y,4.853844003,19.59354973,19.59354973,4.853844003,COSEWICID_61
210,134,Martes americana atrata,American Marten (Newfoundland population),Martre d'Amérique (Population de Terre-Neuve),Mammals,Mammifères,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Martes_americana_atrata, ,N,,,N,Y,Environment Canada,,2.163005147,17.86871514,17.86871514,2.163005147,COSEWICID_134
211,144,Rangifer tarandus,Woodland Caribou (Atlantic-Gaspesie population),Caribou des bois (Population de la Gaspésie-Atlantique),Mammals,Mammifères,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Rangifer_tarandus_caribou_atl, ,N,,,N,Y,Environment Canada,,0.099334731,1.476753261,1.476753261,0.099334731,COSEWICID_144
212,153,Scalopus aquaticus,Eastern Mole,Taupe à queue glabre,Mammals,Mammifères,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Scalopus_aquaticus, ,N,,,N,Y,Environment Canada,,0.033401714,1.650699855,1.650699855,0.033401714,COSEWICID_153
213,176,Magnolia acuminata,Cucumber Tree,Magnolia acuminé,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Magnolia_acuminata, ,N,,,N,Y,Environment Canada,,0.116006916,2.557706525,2.557706525,0.116006916,COSEWICID_176
214,178,Isoetes engelmannii,Engelmann's Quillwort,Isoète d'Engelmann,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Isoetes_engelmannii, ,N,,,N,Y,Environment Canada,,0.025352471,0.817080881,0.817080881,0.025352471,COSEWICID_178
215,179,Pedicularis furbishiae,Furbish's Lousewort,Pédiculaire de Furbish,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Pedicularis_furbishiae, ,N,,,N,Y,Environment Canada,,0.004296292,0.417087372,0.417087372,0.004296292,COSEWICID_179
216,180,Agalinis gattingeri,Gattinger's Agalinis,Gérardie de Gattinger,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Agalinis_gattingeri, ,N,,,N,Y,Environment Canada,,0.085049074,2.00547952,2.00547952,0.085049074,COSEWICID_180
217,181,Plantago cordata,Heart–leaved Plantain,Plantain à feuilles cordées,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Plantago_cordata, ,N,,,N,Y,Environment Canada,,0.017392428,0.673409995,0.673409995,0.017392428,COSEWICID_181
218,182,Pycnanthemum incanum,Hoary Mountain–mint,Pycnanthème gris,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Pycnanthemum_incanum, ,N,,,N,Y,Environment Canada,,0.013713991,0.438884736,0.438884736,0.013713991,COSEWICID_182
219,183,Isotria verticillata,Large Whorled Pogonia,Isotrie verticillée,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Isotria_verticillata, ,N,,,N,Y,Environment Canada,,0.001378632,0.13391977,0.13391977,0.001378632,COSEWICID_183
220,184,Geum peckii,Eastern Mountain Avens,Benoîte de Peck,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Geum_peckii, ,N,,,N,Y,Environment Canada,,0.031654189,0.919367976,0.919367976,0.031654189,COSEWICID_184
221,185,Coreopsis rosea,Pink Coreopsis,Coréopsis rose,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Coreopsis_rosea, ,N,,,N,Y,Environment Canada,,0.018580691,0.781733299,0.781733299,0.018580691,COSEWICID_185
222,186,Polygala incarnata,Pink Milkwort,Polygale incarnat,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Polygala_incarnata, ,N,,,N,Y,Environment Canada,,0.012327918,0.561123937,0.561123937,0.012327918,COSEWICID_186
223,188,Opuntia humifusa,Eastern Prickly Pear Cactus,Oponce de l'Est,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Opuntia_humifusa, ,N,,,N,Y,Environment Canada,,0.002969248,0.355918145,0.355918145,0.002969248,COSEWICID_188
224,190,Agalinis skinneriana,Skinner's Agalinis,Gérardie de Skinner,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Agalinis_skinneriana, ,N,,,N,Y,Environment Canada,,0.024351022,0.855471915,0.855471915,0.024351022,COSEWICID_190
225,191,Lespedeza virginica,Slender Bush–clover,Lespédèze de Virginie,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Lespedeza_virginica, ,N,,,N,Y,Environment Canada,,0.009785378,0.372195519,0.372195519,0.009785378,COSEWICID_191
226,194,Isotria medeoloides,Small Whorled Pogonia,Isotrie fausse–médéole,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Isotria_medeoloides, ,N,,,N,Y,Environment Canada,,0.001380224,0.13401483,0.13401483,0.001380224,COSEWICID_194
227,196,Chimaphila maculata,Spotted Wintergreen,Chimaphile maculée,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Chimaphila_maculata, ,N,,,N,Y,Environment Canada,,0.039787209,1.344128805,1.344128805,0.039787209,COSEWICID_196
228,197,Drosera filiformis,Thread–leaved Sundew,Droséra filiforme,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Drosera_filiformis, ,N,,,N,Y,Environment Canada,,0.014228829,0.831740963,0.831740963,0.014228829,COSEWICID_197
229,198,Hydrocotyle umbellata,Water Pennywort,Hydrocotyle à ombelle,Vascular Plants,Plantes vasculaires,Special Concern,Préoccupante,Schedule 1,Annexe 1,Unknown,Inconnu,Hydrocotyle_umbellata, ,N,,,N,Y,Environment Canada,,0.03685957,0.817053035,0.817053035,0.03685957,COSEWICID_198
230,201,Gentiana alba,White Prairie Gentian,Gentiane blanche,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Gentiana_alba, ,N,,,N,Y,Environment Canada,,0.009265766,0.390799768,0.390799768,0.009265766,COSEWICID_201
231,202,Stylophorum diphyllum,Wood–poppy,Stylophore à deux feuilles,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Unknown,Inconnu,Stylophorum_diphyllum, ,N,,,N,Y,Environment Canada,,0.008658475,0.335803169,0.335803169,0.008658475,COSEWICID_202
232,203,Collinsia verna,Spring Blue–eyed Mary,Collinsie printanière,Vascular Plants,Plantes vasculaires,Extirpated,Disparue du pays,Schedule 1,Annexe 1,Digitized,Numérisé,Collinsia_verna,Coll_vern.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,0.031818074,1.134374557,1.134374557,0.031818074,COSEWICID_203
233,204,Desmodium illinoense,Illinois Tick–trefoil,Desmodie d'Illinois,Vascular Plants,Plantes vasculaires,Extirpated,Disparue du pays,Schedule 1,Annexe 1,Digitized,Numérisé,Desmodium_illinoense,Desm_illi_2.JPG,N,,,N,Y,LAP_SAR_O2_20130328,,0.180944409,1.579925033,1.579925033,0.180944409,COSEWICID_204
234,205,Castanea dentata,American Chestnut,Châtaignier d'Amérique,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Castanea_dentata,castden.JPG,N,,,N,Y,SARR,,1.474259628,10.25146189,10.25146189,1.474259628,COSEWICID_205
235,206,Justicia americana,American Water–willow,Carmantine d'Amérique,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Justicia_americana, ,N,,,N,Y,Environment Canada,,0.188033468,3.398989058,3.398989058,0.188033468,COSEWICID_206
236,207,Symphyotrichum anticostense,Anticosti Aster,Aster d'Anticosti,Vascular Plants,Plantes vasculaires,Threatened,Menacée,Schedule 1,Annexe 1,Unknown,Inconnu,Symphyotrichum_anticostense, ,N,,,N,Y,Environment Canada,,0.219127628,3.462305462,3.462305462,0.219127628,COSEWICID_207
237,209,Viola pedata,Bird's–foot Violet,Violette pédalée,Vascular Plants,Plantes vasculaires,Endangered,En voie de disparition,Schedule 1,Annexe 1,Digitized,Numérisé,Viola_pedata,violped.JPG,N,,,N,Y,SARR,,0.03812008,1.060788961,1.060788961,0.03812008,COSEWICID_209
