"OBJECTID","COSEWICID","SCI_NAME","COM_NAME_E","COM_NAME_F","TAXON_E","TAXON_F","SAR_STAT_E","SAR_STAT_F","SCHEDULE_E","SCHEDULE_F","SOURCE_E","SOURCE_F","FCLASS","IMAGE_SRC","Reviewed_YN","Reviewer","ReviewDateDMY","Historical_YN","EC_SOI_YN","DataSource","Shape_STArea__","Shape_STLength__","Shape_Length","Shape_Area"
"311","705","Tetraneuris herbacea","Lakeside Daisy","Hyménoxys herbacé","Vascular Plants","Plantes vasculaires","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Hymenoxys_herbacea","hyme_her.JPG/hyme_her_1.JPG","N","","","N","Y","SARR","0.0152280104859983","1.80861945062025","1.80861945062025","0.0152280104873947"
"312","706","Sternotherus odoratus","Eastern Musk Turtle","Tortue musquée","Reptiles","Reptiles","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Sternotherus_odoratus","sterodo.JPG","N","","","N","Y","SARR","3.99749695426021","15.0889138991493","15.0889138991493","3.99749695425926"
"313","709","Thamnophis sauritus","Eastern Ribbonsnake (Great Lakes population)","Couleuvre mince (Population des Grands Lacs)","Reptiles","Reptiles","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Thamnophis_sauritus","thamsau.JPG","N","","","N","Y","SARR","8.00937066311144","34.7407818620914","34.7407818620914","8.00937066310972"
"314","712","Graptemys geographica","Northern Map Turtle","Tortue géographique","Reptiles","Reptiles","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Graptemys_geographica","grapgeo.JPG","N","","","N","Y","SARR","9.16217206063402","49.5740153683347","49.5740153683347","9.16217206062919"
"315","714","Lampropeltis triangulum","Eastern Milksnake","Couleuvre tachetée","Reptiles","Reptiles","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Lampropeltis_triangulum","lamptri.JPG","N","","","N","Y","SARR","17.2689021436386","50.4809927626462","50.4809927626462","17.2689021436406"
"316","728","Thamnophis sauritus","Eastern Ribbonsnake (Atlantic population)","Couleuvre mince (Population de l'Atlantique)","Reptiles","Reptiles","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Thamnophis_sauritus_ns","thamsau_atl.JPG","N","","","N","Y","SARR","0.245706792883311","2.10519802633287","2.10519802633287","0.245706792883145"
"317","734","Ptychomitrium incurvum","Incurved Grizzled Moss","Ptychomitre à feuilles incurvées","Mosses","Mousses","Extirpated","Disparue du pays","Schedule 1","Annexe 1","Digitized","Numérisé","Ptychomitrium_incurvum","Ptyc_incu.JPG","N","","","N","Y","LAP_SAR_O2_20130328","0.164468050360028","1.70134809657597","1.70134809657597","0.16446805035851"
"318","744","Aristida basiramea","Forked Three–awned Grass","Aristide à rameaux basilaires","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Aristida_basiramea","arisbas.JPG","N","","","N","Y","SARR","0.211431297342187","3.82814743732616","3.82814743732616","0.211431297342035"
"319","757","Bryoandersonia illecebra","Spoon–leaved Moss","Andersonie charmante","Mosses","Mousses","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Bryoandersonia_illecebra","bryoill.JPG","N","","","N","Y","SARR","0.0768269096586209","2.45497475309158","2.45497475309158","0.0768269096578501"
"320","793","Juglans cinerea","Butternut","Noyer cendré","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Juglans_cinerea","juglcin.JPG","N","","","N","Y","SARR","26.4714261825543","74.8615918782257","74.8615918782258","26.4714261825582"
"321","807","Cirsium hillii","Hill's Thistle","Chardon de Hill","Vascular Plants","Plantes vasculaires","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Cirsium_hillii","cirshil.JPG","N","","","N","Y","SARR","1.11978035135257","11.0381541998584","11.0381541998584","1.11978035135066"
"322","814","Loxia curvirostra percna","Red Crossbill percna subspecies","Bec-croisé des sapins de la sous-espèce percna","Birds","Oiseaux","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Loxia_curvirostra_percna","loxicur.JPG","N","","","N","Y","SARR","13.2428169001162","73.4770529462416","73.4770529462417","13.2428169001193"
"323","826","Iris lacustris","Dwarf Lake Iris","Iris lacustre","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Iris_lacustris","irislac.JPG","N","","","N","Y","SARR","0.50394795311513","5.68720978470243","5.68720978470243","0.503947953116752"
"324","846","Emydoidea blandingii","Blanding's Turtle (Great Lakes / St. Lawrence population)","Tortue mouchetée (Population des Grands Lacs et du Saint-Laurent)","Reptiles","Reptiles","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Emydoidea_blandingii","emydbla.JPG","N","","","N","Y","SARR","10.8538986225342","58.8989761618328","58.8989761618329","10.8538986225397"
"325","852","Fissidens exilis","Pygmy Pocket Moss","Fissident pygmée","Mosses","Mousses","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Fissidens_exilis","fissexi.JPG","N","","","N","Y","SARR","0.547967154223898","7.36218070767282","7.36218070767283","0.547967154222521"
"326","868","Solidago houghtonii","Houghton's Goldenrod","Verge d'or de Houghton","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Solidago_houghtonii","solihou.JPG","N","","","N","Y","SARR","0.360268801959364","4.5730147695817","4.57301476958169","0.360268801959735"
"327","870","Isoetes prototypus","Prototype Quillwort","Isoète prototype","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Isoetes_prototypus","isoepro.JPG","N","","","N","Y","SARR","0.273379191776485","6.14590175853953","6.14590175853954","0.273379191778241"
"328","896","Betula lenta","Cherry Birch","Bouleau flexible","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Betula_lenta","betu_len_1.JPG","N","","","N","Y","COSEWIC","0.0037486440273824","0.232255241942166","0.232255241942166","0.00374864402703698"
"329","906","Erynnis persius persius","Eastern persius Duskywing","Hespérie persius de l'Est","Arthropods","Arthropodes","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Erynnis_persius_persius","eryn_per_1.JPG","N","","","N","Y","COSEWIC","0.385995170241586","3.24648724914392","3.24648724914392","0.385995170244747"
"330","935","Salix chlorolepis","Green–scaled Willow","Saule à bractées vertes","Vascular Plants","Plantes vasculaires","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Salix_chlorolepis","sali_chl.JPG","N","","","N","Y","RS","0.144117944234495","1.43944671874079","1.43944671874079","0.144117944234575"
"331","967","Potamogeton ogdenii","Ogden's Pondweed","Potamot d'Ogden","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Potamogeton_ogdenii","pota_ogd.JPG","N","","","N","Y","COSEWIC","0.102892197288384","1.26153199487049","1.26153199487049","0.102892197287309"
"332","973","Plestiodon fasciatus","Five-lined Skink (Great Lakes / St. Lawrence population)","Scinque pentaligne (Population des Grands Lacs et du Saint-Laurent)","Reptiles","Reptiles","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Plestiodon_fasciatus_gl","eume_fas_1.JPG","N","","","N","Y","COSEWIC","0.404922343207772","13.1654626551938","13.1654626551938","0.404922343207908"
"333","974","Plestiodon fasciatus","Five-lined Skink (Carolinian population)","Scinque pentaligne (Population carolinienne)","Reptiles","Reptiles","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Plestiodon_fasciatus","","N","","","N","Y","COSEWIC","0.0461462991904682","1.41712872182184","1.41712872182184","0.0461462991908352"
"334","987","Cornus florida","Eastern Flowering Dogwood","Cornouiller fleuri","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Cornus_florida","corn_flo_1.JPG","N","","","N","Y","COSEWIC","2.69606195854476","11.580137783916","11.580137783916","2.69606195854785"
"335","1005","Lechea maritima","Beach Pinweed","Léchéa maritime","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Lechea_maritima","lech_mar_1.JPG","N","","","N","Y","COSEWIC","0.14006363862768","5.39798158131143","5.39798158131142","0.14006363862954"
"336","1006","Gomphus quadricolor","Rapids Clubtail","Gomphe des rapides","Arthropods","Arthropodes","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Gomphus_quadricolor","gomp_qua_1.JPG","N","","","N","Y","COSEWIC","0.0502556531409937","1.17693240451555","1.17693240451555","0.0502556531408861"
"337","1019","Pseudacris triseriata","Western Chorus Frog (Great Lakes / St. Lawrence - Canadian Shield population)","Rainette faux–grillon de l'ouest (Population des Grands Lacs, Saint-Laurent et du Bouclier canadien)","Amphibians","Amphibiens","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Pseudacris_triseriata","pseu_tri_1.JPG","N","","","N","Y","COSEWIC","1.7061568126669","52.0546648243708","52.0546648243708","1.70615681266594"
"338","1021","Pantherophis gloydi","Eastern Foxsnake (Carolinian population)","Couleuvre fauve de l'Est (Population carolinienne)","Reptiles","Reptiles","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Pantherophis_gloydi_carol","Pant_gloy.JPG","N","","","N","Y","LAP_SAR_O2_20130328","0.573414881522694","6.87736969153851","6.87736969153851","0.573414881518786"
"339","1031","Cicindela marginipennis","Cobblestone Tiger Beetle","Cicindèle des galets","Arthropods","Arthropodes","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Cicindela_marginipennis","cici_mar_1.JPG","N","","","N","Y","COSEWIC","0.0275336825523027","1.27556500680938","1.27556500680938","0.0275336825528324"
"340","1042","Eleocharis geniculata","Bent Spike-rush (Great Lakes Plains population)","Éléocharide géniculée (Population des Grands Lacs)","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Eleocharis_geniculata_on","eleo_gen_2.JPG","N","","","N","Y","COSEWIC","0.00998199195532834","0.565193731638676","0.565193731638676","0.00998199195343062"
"341","1061","Physconia subpallida","Pale–bellied Frost Lichen","Physconie pâle","Lichens","Lichens","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Physconia_subpallida","Phys_subp.JPG","N","","","N","Y","LAP_SAR_O2_20130328","0.363115172541939","5.25093514856328","5.25093514856328","0.363115172540455"
"342","1063","Cicindela patruela","Northern Barrens Tiger Beetle","Cicindèle verte des pinèdes","Arthropods","Arthropodes","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Cicindela_patruela","Cici_patr.JPG","N","","","N","Y","LAP_SAR_O2_20130328","0.0720881729955636","1.83446603754602","1.83446603754602","0.0720881729963133"
"343","1067","Erioderma mollissimum","Vole Ears Lichen","Érioderme mou","Lichens","Lichens","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Erioderma_mollissimum","Erio_moll.JPG","N","","","N","Y","LAP_SAR_O2_20130328","0.961694831416935","10.5518021037498","10.5518021037498","0.961694831421335"
"344","1081","Bombus affinis","Rusty–patched Bumble Bee","Bourdon à tache rousse","Arthropods","Arthropodes","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Bombus_affinis","Bomb_affi.JPG","N","","","N","Y","LAP_SAR_O2_20130328","17.7223257392498","49.2592006583609","49.2592006583609","17.7223257392509"
"345","1085","Sida hermaphrodita","Virginia Mallow","Mauve de Virginie","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Sida_hermaphrodita","Sida_herm.JPG","N","","","N","Y","LAP_SAR_O2_20130328","0.0285099385450849","0.879865731424625","0.879865731424625","0.0285099385447275"
"346","822","Rangifer tarandus groenlandicus","Barren-ground Caribou (Dolphin and Union population)","Caribou (Population de Dolphin–et–Union)","Mammals","Mammifères","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Rangifer_tarandus_groenlandicus_du","rang_tar.JPG","N","","","N","Y","COSEWIC","64.6166869314029","170.102004091184","170.102004091184","64.6166869313927"
"347","843","Carex sabulosa","Baikal Sedge","Carex des sables","Vascular Plants","Plantes vasculaires","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Carex_sabulosa","caresab.JPG","N","","","N","Y","SARR","0.974003153451122","6.77323258295543","6.77323258295544","0.974003153448204"
"348","21","Numenius borealis","Eskimo Curlew","Courlis esquimau","Birds","Oiseaux","Endangered","En voie de disparition","Schedule 1","Annexe 1","Non-digitized","WILDSPACETM 2002","Numenius_borealis","","Y","Tyler Kydd","2015","N","Y","WILDSPACETM 2002","46.8383296767056","79.9031702005967","79.9031702005968","46.8383296766976"
"349","26","Lanius ludovicianus migrans","Loggerhead Shrike migrans subspecies","Pie-grièche migratrice de la sous-espèce migrans","Birds","Oiseaux","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Lanius_ludovicianus_migrans","","N","","","N","Y","Environment Canada","2.83819231212601","24.312061929232","24.312061929232","2.83819231212357"
"350","51","Ixobrychus exilis","Least Bittern","Petit Blongios","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Ixobrychus_exilis","","N","","","N","Y","Environment Canada","29.1681418762771","101.183925631759","101.183925631759","29.1681418762741"
"351","57","Melanerpes erythrocephalus","Red–headed Woodpecker","Pic à tête rouge","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Non-digitized","NatureServe","Melanerpes_erythrocephalus","","N","","","N","Y","NatureServe","38.0852610613631","165.656569563039","165.65656956304","38.0852610613601"
"352","60","Asio flammeus","Short–eared Owl","Hibou des marais","Birds","Oiseaux","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Asio_flammeus","Asio_flam.JPG","N","","","N","Y","LAP_SAR_O2_20130328","1173.95000765692","720.589804718345","720.589804718347","1173.95000765699"
"353","125","Nephroma occultum","Cryptic Paw Lichen","Néphrome cryptique","Lichens","Lichens","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Nephroma_occultum","neph_occ_1.JPG","N","","","N","Y","COSEWIC","2.24395683725743","27.9109623347604","27.9109623347604","2.24395683725575"
"354","139","Ursus Arctos (pairie population)","Grizzly Bear (Prairie population)","Ours grizzli (Population des prairies)","Mammals","Mammifères","Extirpated","Disparue du pays","Schedule 1","Annexe 1","Digitized","Numérisé","Ursus_Arctos","Ursu_arct.JPG","N","","","Y","Y","LAP_SAR_O2_20130328","147.962044048997","145.232986731981","145.232986731981","147.962044048982"
"355","143","Bison bison athabascae","Wood Bison","Bison des bois","Mammals","Mammifères","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Bison_bison_athabascae","","N","","","N","Y","Environment Canada","9.42171272509768","66.752858142604","66.752858142604","9.42171272508779"
"356","157","Urocyon cinereoargenteus","Gray Fox","Renard gris","Mammals","Mammifères","Threatened","Menacée","Schedule 1","Annexe 1","Non-digitized","NatureServe","Urocyon_cinereoargenteus","","N","","","N","Y","NatureServe","13.3703901332894","58.7886886785551","58.7886886785553","13.3703901333053"
"357","167","Ursus maritimus","Polar Bear","Ours blanc","Mammals","Mammifères","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Ursus_maritimus","ursu_mar_1.JPG","N","","","N","Y","COSEWIC","515.257059356872","1990.14886940529","1990.14886940528","515.257059356834"
"358","193","Cypripedium candidum","Small White Lady's–slipper","Cypripède blanc","Vascular Plants","Plantes vasculaires","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Cypripedium_candidum","","N","","","N","Y","Environment Canada","0.128758621280667","4.44113652509779","4.44113652509779","0.128758621288052"
"359","294","Danaus plexippus","Monarch","Monarque","Arthropods","Arthropodes","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Danaus_plexippus","","N","","","N","Y","Environment Canada","237.907047727186","397.580414021043","397.580414021042","237.907047727193"
"360","552","Lithobates pipiens","Northern Leopard Frog (Western Boreal/Prairie populations)","Grenouille léopard (Populations des Prairies et de l'ouest de la zone boréale)","Amphibians","Amphibiens","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Lithobates_pipiens","lith_pip_1.JPG","N","","","N","Y","COSEWIC","75.4984274692692","300.582689097612","300.582689097612","75.4984274692848"
"361","576","Rotala ramosior","Toothcup","Rotala rameux","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Rotala_ramosior","","N","","","N","Y","Environment Canada","0.0169959055044728","0.854085062453626","0.854085062453627","0.016995905502531"
"362","577","Ammannia robusta","Scarlet Ammannia","Ammannie robuste","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Ammannia_robusta","","N","","","N","Y","Environment Canada","0.0416207789639884","1.73506241153086","1.73506241153086","0.0416207789622875"
"363","608","Canis sp. cf. lycaon","Eastern Wolf","Loup de l'Est","Mammals","Mammifères","Threatened","Menacée","Schedule 1","Annexe 1","Unknown","Inconnu","Canis_lupus_lycaon","","N","","","N","Y","Environment Canada","73.5068894608139","110.838545028754","110.838545028755","73.5068894608046"
"364","621","Taxidea taxus jacksoni","American Badger jacksoni subspecies","Blaireau d'Amérique de la sous-espèce jacksoni","Mammals","Mammifères","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Taxidea_taxus_jacksoni","","N","","","N","Y","Environment Canada","2.94060286870331","18.7170791397755","18.7170791397756","2.94060286870147"
"365","626","Salix silicicola","Felt–leaf Willow","Saule silicicole","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Salix_silicicola","","N","","","N","Y","Environment Canada","0.293692229175122","4.89114499953015","4.89114499953015","0.29369222916671"
"366","640","Solidago riddellii","Riddell's Goldenrod","Verge d'or de Riddell","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Solidago_riddellii","","N","","","N","Y","Environment Canada","0.352553670705902","6.94160414202564","6.94160414202564","0.352553670697198"
"367","686","Charadrius melodus circumcinctus","Piping Plover circumcinctus subspecies","Pluvier siffleur de la sous-espèce circumcinctus","Birds","Oiseaux","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","Charadrius_melodus_circumcinctus","","N","","","N","Y","Environment Canada","44.1932769899579","59.1727943445436","59.1727943445437","44.1932769899696"
"368","748","Anaxyrus boreas","Western Toad","Crapaud de l'Ouest","Amphibians","Amphibiens","Special Concern","Préoccupante","Schedule 1","Annexe 1","Non-digitized","NatureServe","Anaxyrus_boreas","","N","","","N","Y","NatureServe","120.594493832161","188.025239690189","188.025239690188","120.594493832186"
"369","795","Haplodontium macrocarpum","Porsild's Bryum","Bryum de Porsild","Mosses","Mousses","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Mielichhoferia_macrocarpa","miel_mac.JPG","N","","","N","Y","COSEWIC","5.1661281033787","31.3589322811168","31.3589322811168","5.16612810337964"
"370","812","Leptogium rivulare","Flooded Jellyskin","Leptoge des terrains inondés","Lichens","Lichens","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Leptogium_rivulare","leptriv.JPG","N","","","N","Y","SARR","0.490425988037032","4.49304554037974","4.49304554037974","0.490425988037752"
"371","864","Polystichum scopulinum","Mountain Holly Fern","Polystic des rochers","Vascular Plants","Plantes vasculaires","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Polystichum_scopulinum","polysco.JPG","N","","","N","Y","SARR","3.06239051720377","14.9015448186801","14.9015448186801","3.06239051720264"
"372","903","Chrysemys picta bellii","Western Painted Turtle (Intermountain - Rocky Mountain population)","Tortue peinte de l'Ouest (Population intramontagnarde et des Rocheuses","Reptiles","Reptiles","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Chrysemys_picta_bellii","chry_pic.JPG","N","","","N","Y","COSEWIC","47.6212832578321","85.0041410631696","85.0041410631694","47.6212832578457"
"373","919","Papaipema aweme","Aweme Borer","Perce–tige d'Aweme","Arthropods","Arthropodes","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Papaipema_aweme","papa_awe.JPG","N","","","N","Y","COSEWIC","26.0313605510287","184.563564414596","184.563564414596","26.0313605510567"
"374","942","Vermivora chrysoptera","Golden–winged Warbler","Paruline à ailes dorées","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Non-digitized","NatureServe","Vermivora_chrysoptera","","N","","","N","Y","NatureServe","21.5035907563379","80.3781410324614","80.3781410324613","21.5035907563291"
"375","951","Chaetura pelagica","Chimney Swift","Martinet ramoneur","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Non-digitized","NatureServe","Chaetura_pelagica","","N","","","N","Y","NatureServe","94.8767208249183","300.855938998048","300.855938998047","94.8767208249539"
"376","982","Calidris canutus roselaari type","Red Knot roselaari type","Bécasseau maubèche du type roselaari","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Calidris_canutus_roselaari","cali_can.JPG","N","","","N","Y","COSEWIC","20.4954193350902","85.781335919645","85.781335919645","20.4954193350917"
"377","995","Falco peregrinus anatum/tundrius","Peregrine Falcon anatum/tundrius","Faucon pèlerin anatum/tundrius","Birds","Oiseaux","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Falco_peregrinus_anatum_tundrius","Falc_pere_at.JPG","N","","","N","Y","LAP_SAR_O2_20130328","590.923152436169","1231.97235706439","1231.97235706439","590.92315243618"
"378","1033","Chelydra serpentina","Snapping Turtle","Tortue serpentine","Reptiles","Reptiles","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Chelydra_serpentina","chel_ser.JPG","N","","","N","Y","COSEWIC","91.9774769803275","154.212162514145","154.212162514145","91.9774769803584"
"379","1034","Ophiogomphus howei","Pygmy Snaketail","Ophiogomphe de Howe","Arthropods","Arthropodes","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","Ophiogomphus_howei","ophi_how.JPG","N","","","N","Y","COSEWIC","3.00001467891093","14.261936922478","14.261936922478","3.00001467892035"
"380","1047","Antrostomus vociferus","Eastern Whip–poor–will","Engoulevent bois–pourri","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Non-digitized","NatureServe","Caprimulgus_vociferus","","N","","","N","Y","NatureServe","64.1040138358271","293.6124006189","293.6124006189","64.1040138358544"
"381","1058","Hemileuca sp.","Bogbean Buckmoth","Hémileucin du ményanthe","Arthropods","Arthropodes","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Hemileuca_sp","Hemi_sp_global.JPG","N","","","N","Y","LAP_SAR_O2_20130328","23.459096599913","32.248427973799","32.248427973799","23.4590965999209"
"382","1008","Cardellina canadensis","Canada Warbler","Paruline du Canada","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Non-digitized","NatureServe 2002","Wilsonia_canadensis","","Y","B. Young","2002","N","Y","NatureServe","304.495655916407","451.742622259688","451.742622259687","304.495655916407"
"383","986","Chordeiles minor","Common Nighthawk","Engoulevent d'Amérique","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Non-digitized","WILDSPACETM 2002","Chordeiles_minor","","Y","B. Young","2002","N","Y","WILDSPACETM 2002","687.017547667239","852.248003235431","852.248003235431","687.017547667215"
"384","999","Contopus cooperi","Olive–sided Flycatcher","Moucherolle à côtés olive","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Non-digitized","WILDSPACETM 2002","Contopus_cooperi","","Y","B. Young","2002","N","Y","WILDSPACETM 2002","785.981204528443","1078.07846849921","1078.07846849921","785.981204528413"
"385","980","Calidris canutus rufa","Red Knot rufa subspecies","Bécasseau maubèche de la sous-espèce rufa","Birds","Oiseaux","Endangered","En voie de disparition","Schedule 1","Annexe 1","Non-digitized","WILDSPACETM 2002","Calidris_canutus_rufa","","Y","B. Young","2002","N","Y","WILDSPACETM 2002","277.15058597574","1323.3402289389","1323.3402289389","277.150585975693"
"386","59","Rhodostethia rosea","Ross's Gull","Mouette rosée","Birds","Oiseaux","Threatened","Menacée","Schedule 1","Annexe 1","Non-digitized","WILDSPACETM 2002","Rhodostethia_rosea","","Y","B. Young","2002","N","Y","WILDSPACETM 2002","49.391856457305","512.702935785783","512.702935785783","49.3918564573254"
"387","907","Euphagus carolinus","Rusty Blackbird","Quiscale rouilleux","Birds","Oiseaux","Special Concern","Préoccupante","Schedule 1","Annexe 1","Non-digitized","WILDSPACETM 2002","Euphagus_carolinus","","Y","B. Young","2002","N","Y","WILDSPACETM 2002","977.528695494357","1258.5342116224","1258.5342116224","977.528695494371"
"388","574","Coturnicops noveboracensis","Yellow Rail","Râle jaune","Birds","Oiseaux","Special Concern","Préoccupante","Schedule 1","Annexe 1","Non-digitized","NatureServe","Coturnicops_noveboracensis","","Y","Tyler Kydd","2015","N","Y","NatureServe","257.256275270791","346.07810792715","346.078107927151","257.256275270768"
"389","137","Gulo gulo","Wolverine (Eastern population)","Carcajou (Population de l'Est)","Mammals","Mammifères","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Gulo_gulo","gulogul.JPG","N","","","N","Y","SARR","184.730183425688","187.282308218231","187.282308218231","184.730183425679"
"390","644","Bucephala islandica","Barrow's Goldeneye (Eastern population)","Garrot d'Islande (Population de l'Est)","Birds","Oiseaux","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Bucephala_islandica","","N","","","N","Y","Environment Canada","35.0690798630667","210.474834461327","210.474834461326","35.0690798630737"
"391","22","Histrionicus histrionicus","Harlequin Duck (Eastern population)","Arlequin plongeur (Population de l'Est)","Birds","Oiseaux","Special Concern","Préoccupante","Schedule 1","Annexe 1","Non-digitized","WILDSPACETM 2002","Histrionicus_histrionicus","","Y","B. Young","2002","N","Y","WILDSPACETM 2002","68.3250711865785","451.164947990036","451.164947990035","68.3250711865687"
"392","50","Pagophila eburnea","Ivory Gull","Mouette blanche","Birds","Oiseaux","Endangered","En voie de disparition","Schedule 1","Annexe 1","Non-digitized","WILDSPACETM 2002","Pagophila_eburnea","","Y","B. Young","2002","N","Y","WILDSPACETM 2002","255.761275065586","1214.10357129907","1214.10357129907","255.761275065657"
"393","823","Rangifer tarandus pearyi","Peary Caribou","Caribou de Peary","Mammals","Mammifères","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Rangifer_tarandus_pearyi","rang_tar.JPG","N","","","N","Y","COSEWIC","212.230965522006","851.708477742308","851.708477742304","212.230965522"
"394","981","Calidris canutus islandica","Red Knot islandica subspecies","Bécasseau maubèche de la sous-espèce islandica","Birds","Oiseaux","Special Concern","Préoccupante","Schedule 1","Annexe 1","Non-digitized","WILDSPACETM 2002","Calidris_canutus_islandica","","Y","B. Young","2002","N","Y","WILDSPACETM 2002","195.198229549406","950.479446908421","950.479446908423","195.198229549409"
