"OBJECTID","COSEWICID","SCI_NAME","COM_NAME_E","COM_NAME_F","TAXON_E","TAXON_F","SAR_STAT_E","SAR_STAT_F","SCHEDULE_E","SCHEDULE_F","SOURCE_E","SOURCE_F","FCLASS","IMAGE_SRC","Reviewed_YN","Reviewer","ReviewDateDMY","Historical_YN","EC_SOI_YN","DataSource","Shape_STArea__","Shape_STLength__","Shape_Length","Shape_Area"
"481","1260","Aneides vagrans","Wandering Salamander","Salamandre errante","Amphibians","Amphibiens","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Wandering_Salamander_Historical","","N","","","Y","Y","University of Ottawa","3.56802246309417","23.818843255916","23.818843255916","3.56802246309369"
"482","1256","Bombus occidentalis mckayi","Western Bumble Bee mckayi subspecies","Bourdon de l'Ouest de la sous-espèce mckayi","Arthropods","Arthropodes","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Western_Bumblebee_Mckayi","","N","","","N","Y","University of Ottawa","108.922319408017","55.9578136578765","55.9578136578765","108.922319408017"
"483","1267","Bombus occidentalis occidentalis","Western Bumble Bee occidentalis subspecies","Bourdon de l'Ouest de la sous-espèce occidentalis","Arthropods","Arthropodes","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Western_Bumblebee_occidentalis","","N","","","N","Y","University of Ottawa","103.503382420154","200.200229347347","200.200229347347","103.503382420145"
"484","1253","Aechmophorus occidentalis","Western Grebe","Grèbe élégant","Birds","Oiseaux","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Western_Grebe","","N","","","N","Y","University of Ottawa","113.289205051689","62.3955920271388","62.3955920271388","113.289205051688"
"485","713","Plestiodon skiltonianus","Western Skink","Scinque de l'Ouest","Reptiles","Reptiles","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Western_Skink","","N","","","N","Y","University of Ottawa","3.32791723608489","8.42350254347313","8.42350254347313","3.32791723608482"
"486","713","Plestiodon skiltonianus","Western Skink","Scinque de l'Ouest","Reptiles","Reptiles","Special Concern","Préoccupante","Schedule 1","Annexe 1","Unknown","Inconnu","Western_Skink_Historical","","N","","","Y","Y","University of Ottawa","5.0963092699144","10.819978193558","10.819978193558","5.09630926991376"
"487","1215","Anaxyrus boreas","Western Toad (Calling population)","Crapaud de l'Ouest (Population chantante)","Amphibians","Amphibiens","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Western_Toad_Calling","","N","","","N","N","University of Ottawa","49.1283126611693","30.8622199066168","30.8622199066168","49.1283126611679"
"488","1215","Anaxyrus boreas","Western Toad (Calling population)","Crapaud de l'Ouest (Population chantante)","Amphibians","Amphibiens","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Western_Toad_Calling_Historical","","N","","","Y","N","University of Ottawa","77.1237423139214","38.0617980699842","38.0617980699842","77.1237423139216"
"489","1214","Anaxyrus boreas","Western Toad (Non-calling population)","Crapaud de l'Ouest (Population non-chantante)","Amphibians","Amphibiens","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Western_Toad_Non_Calling","","N","","","N","N","University of Ottawa","97.340047107074","177.653617122827","177.653617122827","97.3400471070675"
"490","1214","Anaxyrus boreas","Western Toad (Non-calling population)","Crapaud de l'Ouest (Population non-chantante)","Amphibians","Amphibiens","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Western_Toad_Non_Calling_Historical","","N","","","Y","N","University of Ottawa","96.2527944730828","198.498139581666","198.498139581666","96.2527944730731"
"491","1246","Peltigera gowardii","Western Waterfan","Peltigère éventail d'eau de l'Ouest","Lichens","Lichens","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Western_Waterfan_AlphaHull","","N","","","N","Y","University of Ottawa","2.06720129174482","9.01285375062157","9.01285751126952","2.0672032975763"
"492","1246","Peltigera gowardii","Western Waterfan","Peltigère éventail d'eau de l'Ouest","Lichens","Lichens","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Western_Waterfan_ConvexHull","","N","","","N","Y","University of Ottawa","20.9823872035599","22.01364365322","22.01364365322","20.9823872035599"
"493","1246","Peltigera gowardii","Western Waterfan","Peltigère éventail d'eau de l'Ouest","Lichens","Lichens","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Western_Waterfan_Historical","","N","","","Y","Y","University of Ottawa","2.64520869302896","9.38290015012118","9.38290015012118","2.64520869302913"
"494","853","Schinia bimatris","White Flower Moth","Héliotin blanc satiné","Arthropods","Arthropodes","Endangered","En voie de disparition","Schedule 1","Annexe 1","Unknown","Inconnu","White_Flower_Moth","","N","","","N","Y","University of Ottawa","0.000841683459384512","0.116781849344562","0.116781849344562","0.000841683458860901"
"495","618","Gulo gulo","Wolverine","Carcajou","Mammals","Mammifères","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Wolverine","","N","","","N","Y","University of Ottawa","1053.17418300911","1298.42027823625","1298.42027823624","1053.1741830091"
"496","1197","Hylocichla mustelina","Wood Thrush","Grive des bois","Birds","Oiseaux","Threatened","Menacée","No schedule","Aucune Annexe","Unknown","Inconnu","Wood_Thrush","","N","","","N","Y","University of Ottawa","82.802889145169","183.392255639668","183.392255639668","82.802889145174"
"497","1171","Draba yukonensis","Yukon Draba","Drave du Yukon","Vascular Plants","Plantes vasculaires","Endangered","En voie de disparition","No schedule","Aucune Annexe","Unknown","Inconnu","Yukon_draba","","N","","","N","Y","University of Ottawa","5.7399932083008","11.2771400494407","11.2771400494407","5.73999320830211"
"498","1268","Podistera yukonensis","Yukon Podistera","Podistère du Yukon","Vascular Plants","Plantes vasculaires","Special Concern","Préoccupante","No schedule","Aucune Annexe","Unknown","Inconnu","Yukon_Podistera","","N","","","N","N","University of Ottawa","9.61317140519986","13.5063854096719","13.5063854096719","9.61317140520111"
"499","36","Ammodramus bairdii","Baird’s Sparrow","Bruant de Baird","Birds","Oiseaux","No Status","Aucun statut","No schedule","Aucune annexe","Digitized","Numérisé","AmmodramusBairdii","AmmodramusBairdii.jpg","N","","","N","Y","COSEWIC Assessment and Status Report","51.7151289466983","39.2192594694975","39.2192594694978","51.7151289466748"
"500","623","Taxidea taxus taxus","American Badger taxus subspecies","Blaireau d'Amérique de la sous-espèce taxus","Mammals","Mammifères","No Status","Aucun statut","No schedule","Aucune annexe","Digitized","Numérisé","TaxideaTaxusJaksoni","TaxideaTaxusJaksoni.jpg","N","","","N","Y","COSEWIC Assessment and Status Report","81.5422590789931","59.712997916146","59.7129979161458","81.5422590790524"
"501","1045","Podiceps auritus","Horned Grebe (Western population)","Grèbe esclavon (Population de l'Ouest)","Birds","Oiseaux","No Status","Aucun statut","No schedule","Aucune annexe","Digitized","Numérisé","PodicepsAuritus_2","PodicepsAuritus_2.jpg","N","","","N","Y","COSEWIC Assessment and Status Report","565.668078434042","168.605013716512","168.605013716512","565.668078434149"
"502","1059","Marah oreganus","Coast Manroot","Marah d'Orégon","Vascular Plants","Plantes vasculaires","No Status","Aucun statut","No schedule","Aucune annexe","Digitized","Numérisé","MarahOreganus","MarahOreganus.jpg","N","","","N","Y","COSEWIC Assessment and Status Report","0.22823416518122","2.83906562627921","2.83906562627922","0.228234165165292"
"503","1080","Stylurus laurae","Laura's Clubtail","Gomphe de Laura","Arthropods","Arthropodes","No Status","Aucun statut","No schedule","Aucune annexe","Digitized","Numérisé","StylurusLaurae","StylurusLaurae.jpg","N","","","N","Y","COSEWIC Assessment and Status Report","1.2747514261157","7.42078514672062","7.42078514672059","1.27475142611399"
"504","1083","Asclepias quadrifolia","Four-leaved Milkweed","Asclépiade à quatre feuilles","Vascular Plants","Plantes vasculaires","No Status","Aucun statut","No schedule","Aucune annexe","Digitized","Numérisé","AsclepiasQuadrifolia","AsclepiasQuadrifolia.jpg","N","","","N","Y","COSEWIC Assessment and Status Report","0.188967614172725","2.56550702619604","2.56550702619605","0.188967614178058"
"505","1087","Dolichonyx oryzivorus","Bobolink","Goglu des prés","Birds","Oiseaux","No Status","Aucun statut","No schedule","Aucune annexe","Digitized","Numérisé","DolichonyxOryzivorus","DolichonyxOryzivorus.jpg","N","","","N","Y","COSEWIC Assessment and Status Report","156.809503964476","224.053287777762","224.053287777762","156.809503964465"
"506","1089","Nearctula sp.","Threaded Vertigo","Vertigo à crêtes fines","Molluscs","Mollusques","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","NearctulaSp","NearctulaSp.jpg","N","","","N","Y","COSEWIC Assessment and Status Report","1.5039814421857","4.81464733304768","4.81464733304768","1.50398144219757"
"507","1160","Gyrinophilus porphyriticus","Spring Salamander (Adirondack / Appalachian population)","Salamandre pourpre (Population des Adirondacks et des Appalaches)","Amphibians","Amphibiens","No Status","Aucun statut","No schedule","Aucune annexe","Digitized","Numérisé","GyrinophilusPorphyriticus","GyrinophilysPorphyriticus.jpg","N","","","N","Y","COSEWIC Assessment and Status Report","1.04192237486177","4.60991999477036","4.60991999477034","1.04192237485897"
"508","963","Desmognathus ochrophaeus","Allegheny Mountain Dusky Salamander (Carolinian population)","Salamandre sombre des montagnes (Population carolinienne)","Amphibians","Amphibiens","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Desmognathus_ochrophaeus","desm_och.JPG","N","","","N","Y","COSEWIC","0.10997835008402","1.45484928317864","1.45484928317864","0.109978350083043"
"509","1004","Desmognathus ochrophaeus","Allegheny Mountain Dusky Salamander (Great Lakes / St. Lawrence population)","Salamandre sombre des montagnes (Population des Grands Lacs et du Saint-Laurent)","Amphibians","Amphibiens","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Desmognathus_ochrophaeus_grl","Desm_ochr.JPG","N","","","N","Y","LAP_SAR_O2_20130328","0.146498077762772","2.79844728282882","2.79844728282882","0.146498077763399"
"510","1022","Pantherophis gloydi","Eastern Foxsnake (Great Lakes / St. Lawrence population)","Couleuvre fauve de l'Est (Population des Grands Lacs et du Saint-Laurent)","Reptiles","Reptiles","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Pantherophis_gloydi","elap_glo_1.JPG","N","","","N","Y","COSEWIC","0.206170568327479","3.42489494739323","3.42489494739322","0.206170568327545"
"511","983","Pantherophis spiloides","Gray Ratsnake (Great Lakes / St. Lawrence population)","Couleuvre obscure (Population des Grands Lacs et du Saint-Laurent)","Reptiles","Reptiles","Threatened","Menacée","Schedule 1","Annexe 1","Digitized","Numérisé","Pantherophis_spiloides_gl","elap_spi.JPG","N","","","N","Y","COSEWIC","0.415349917836465","2.81764582723101","2.81764582723102","0.415349917835978"
"512","984","Pantherophis spiloides","Gray Ratsnake (Carolinian population)","Couleuvre obscure (Population carolinienne)","Reptiles","Reptiles","Endangered","En voie de disparition","Schedule 1","Annexe 1","Digitized","Numérisé","Pantherophis_spiloides","elap_spi.JPG","N","","","N","Y","COSEWIC","0.145201208653134","3.4257958983012","3.4257958983012","0.145201208653815"
"513","1161","Gyrinophilus porphyriticus","Spring Salamander (Carolinian population)","Salamandre pourpre (Population carolinienne)","Amphibians","Amphibiens","No Status","Aucun statut","No schedule","Aucune Annexe","Digitized","Numérisé","","","N","","","N","Y","COSEWIC","0.279499108708706","2.53222790340955","2.53222790340955","0.279499108709158"
"514","563","Gyrinophilus porphyriticus","Spring Salamander","Salamandre pourpre","Amphibians","Amphibiens","Special Concern","Préoccupante","Schedule 1","Annexe 1","Digitized","Numérisé","","","N","","","N","Y","COSEWIC","1.72463794527721","8.97681664670319","8.97681664670319","1.72463794527678"
